inventory_id,product_id,warehouse_id,quantity_available,quantity_reserved,reorder_point,last_restock_date,last_stock_check,bin_location
6302,2187,2,288,49,50,2024-07-08 12:41:00,2024-08-16 12:41:00,k-73-55
6303,2187,1,70,3,100,2024-08-16 16:49:00,2024-09-02 16:49:00,w-57-00
6304,2187,5,289,33,100,2024-07-03 07:44:00,2024-07-05 07:44:00,w-37-53
6305,2188,2,240,29,20,2024-02-26 13:54:00,2024-04-22 13:54:00,R-39-61
6306,2188,3,333,6,100,2024-10-09 02:18:00,2024-10-16 02:18:00,y-76-29
6307,2188,1,371,34,30,2023-07-16 20:08:00,2023-07-26 20:08:00,l-57-01
6308,2189,3,109,42,20,2024-12-12 20:41:00,2025-01-12 20:41:00,q-41-44
6309,2189,5,2,48,50,2024-06-12 04:11:00,2024-07-06 04:11:00,W-66-03
6310,2190,2,1,44,30,2024-07-03 09:16:00,2024-08-11 09:16:00,i-30-86
6311,2190,3,39,33,30,2023-03-11 10:28:00,2023-04-14 10:28:00,S-22-96
6312,2191,2,99,0,50,2023-09-02 18:37:00,2023-10-22 18:37:00,k-11-53
6313,2191,3,82,15,100,2023-03-16 21:18:00,2023-05-02 21:18:00,x-37-42
6314,2192,5,253,27,20,2024-11-01 03:31:00,2024-11-30 03:31:00,O-93-35
6315,2193,3,290,10,30,2023-10-02 17:42:00,2023-10-08 17:42:00,D-19-16
6316,2193,5,107,33,50,2024-12-22 22:35:00,2025-01-12 22:35:00,E-15-79
6317,2194,1,140,44,100,2024-07-23 18:53:00,2024-07-27 18:53:00,Z-35-52
6318,2195,4,53,43,20,2023-09-12 09:10:00,2023-10-25 09:10:00,i-92-37
6319,2195,5,182,34,50,2023-09-27 09:04:00,2023-10-02 09:04:00,D-97-06
6320,2196,4,227,4,100,2024-04-18 08:49:00,2024-05-09 08:49:00,S-01-58
6321,2196,1,52,23,20,2024-08-26 14:29:00,2024-08-30 14:29:00,u-28-31
6322,2197,5,83,1,100,2023-01-10 01:53:00,2023-01-23 01:53:00,m-40-70
6323,2198,4,129,5,50,2024-09-25 10:35:00,2024-10-16 10:35:00,W-73-71
6324,2199,5,191,30,50,2024-08-19 01:22:00,2024-10-11 01:22:00,Y-40-75
6325,2200,4,337,36,10,2023-12-26 14:24:00,2024-01-24 14:24:00,K-25-35
6326,2201,2,299,14,20,2024-06-30 07:49:00,2024-07-23 07:49:00,S-15-50
6327,2202,3,243,38,50,2024-02-17 05:10:00,2024-04-04 05:10:00,D-29-34
6328,2203,1,77,43,30,2023-01-08 22:40:00,2023-03-01 22:40:00,R-53-52
6329,2204,2,70,22,100,2023-02-09 21:06:00,2023-04-08 21:06:00,j-83-85
6330,2205,4,382,8,30,2023-11-27 21:51:00,2023-12-24 21:51:00,r-76-50
6331,2205,3,263,35,100,2023-07-10 15:59:00,2023-07-14 15:59:00,I-94-45
6332,2206,4,354,14,100,2023-01-18 01:33:00,2023-03-03 01:33:00,n-11-53
6333,2207,3,339,31,30,2023-06-07 12:28:00,2023-07-20 12:28:00,e-96-92
6334,2207,1,52,5,50,2023-08-26 22:54:00,2023-09-04 22:54:00,z-78-96
6335,2208,4,133,25,20,2024-07-22 04:53:00,2024-09-18 04:53:00,l-15-71
6336,2208,2,262,37,20,2024-05-29 04:48:00,2024-07-27 04:48:00,u-89-67
6337,2209,3,346,6,30,2023-08-06 02:22:00,2023-08-08 02:22:00,N-52-11
6338,2210,1,393,49,100,2023-04-14 15:41:00,2023-05-31 15:41:00,L-52-36
6339,2211,1,27,0,20,2024-09-17 02:44:00,2024-10-09 02:44:00,Z-87-21
6340,2211,4,268,37,50,2023-12-02 20:40:00,2024-01-30 20:40:00,K-84-52
6341,2211,5,224,8,100,2024-08-26 21:49:00,2024-10-13 21:49:00,n-23-14
6342,2212,5,64,42,30,2023-09-27 10:44:00,2023-10-19 10:44:00,v-35-92
6343,2213,3,240,8,10,2024-12-27 11:49:00,2025-02-17 11:49:00,t-09-21
6344,2214,5,128,28,50,2024-05-07 13:19:00,2024-05-17 13:19:00,Q-80-81
6345,2214,2,247,47,10,2024-09-02 05:13:00,2024-09-04 05:13:00,p-10-87
6346,2215,4,49,15,30,2024-09-24 15:46:00,2024-11-05 15:46:00,x-32-69
6347,2215,2,248,36,30,2024-02-20 22:31:00,2024-04-05 22:31:00,E-49-72
6348,2215,1,284,38,100,2023-05-08 18:10:00,2023-05-24 18:10:00,v-55-60
6349,2216,1,329,26,20,2023-04-10 12:10:00,2023-04-16 12:10:00,V-63-82
6350,2217,5,323,17,30,2023-09-27 00:35:00,2023-11-21 00:35:00,b-90-99
6351,2217,4,23,10,30,2023-05-24 22:28:00,2023-06-14 22:28:00,O-99-18
6352,2217,2,206,38,10,2023-06-12 18:48:00,2023-07-01 18:48:00,g-11-82
6353,2218,2,40,39,10,2024-05-31 01:10:00,2024-07-14 01:10:00,C-05-80
6354,2219,3,396,21,50,2024-07-12 21:08:00,2024-07-20 21:08:00,g-24-43
6355,2220,3,350,43,30,2024-10-18 20:31:00,2024-11-04 20:31:00,L-66-84
6356,2220,5,361,2,100,2024-01-21 08:02:00,2024-02-11 08:02:00,d-13-06
6357,2221,4,138,6,20,2024-02-09 05:42:00,2024-02-14 05:42:00,e-85-79
6358,2221,5,46,37,50,2023-05-02 11:46:00,2023-05-19 11:46:00,g-82-05
6359,2222,3,140,9,30,2024-10-17 17:37:00,2024-12-04 17:37:00,R-19-04
6360,2222,2,55,32,30,2023-05-18 16:00:00,2023-05-21 16:00:00,H-86-86
6361,2222,1,242,11,100,2023-08-22 12:43:00,2023-08-25 12:43:00,O-19-43
6362,2223,4,130,31,10,2024-10-18 23:49:00,2024-12-06 23:49:00,a-17-52
6363,2224,4,5,24,100,2024-11-19 16:55:00,2024-12-23 16:55:00,K-70-94
6364,2224,2,354,45,100,2024-03-13 16:06:00,2024-03-24 16:06:00,u-48-58
6365,2224,5,67,34,50,2023-11-20 00:21:00,2023-11-23 00:21:00,m-23-52
6366,2225,4,390,39,10,2023-11-23 09:38:00,2023-12-16 09:38:00,K-14-75
6367,2225,3,76,38,100,2024-01-24 11:57:00,2024-03-24 11:57:00,s-80-80
6368,2225,1,388,7,20,2024-06-03 15:59:00,2024-07-26 15:59:00,X-28-66
6369,2226,3,311,6,10,2024-09-11 15:46:00,2024-11-02 15:46:00,N-71-61
6370,2226,5,376,48,100,2024-09-10 00:06:00,2024-10-14 00:06:00,M-78-60
6371,2227,1,345,33,100,2023-12-12 09:57:00,2024-01-21 09:57:00,V-04-77
6372,2227,4,155,21,100,2023-07-31 21:25:00,2023-08-25 21:25:00,F-74-42
6373,2227,3,103,39,20,2024-05-11 03:38:00,2024-07-04 03:38:00,w-33-06
6374,2228,2,216,8,10,2023-04-28 00:29:00,2023-05-04 00:29:00,k-50-66
6375,2228,1,51,46,10,2024-09-09 00:58:00,2024-10-29 00:58:00,V-05-56
6376,2229,1,31,45,100,2024-08-16 22:43:00,2024-08-26 22:43:00,N-23-23
6377,2230,5,210,4,30,2023-09-15 22:37:00,2023-11-14 22:37:00,E-60-86
6378,2231,3,351,23,20,2023-10-16 18:58:00,2023-10-20 18:58:00,J-23-61
6379,2232,1,218,14,10,2023-06-10 22:36:00,2023-06-12 22:36:00,x-17-68
6380,2232,3,18,48,30,2024-10-09 02:49:00,2024-11-07 02:49:00,k-13-27
6381,2233,4,208,12,50,2023-02-17 04:55:00,2023-02-18 04:55:00,b-11-87
6382,2233,5,130,13,30,2024-06-24 05:10:00,2024-08-12 05:10:00,S-93-33
6383,2234,3,356,37,10,2023-08-15 08:22:00,2023-09-07 08:22:00,K-16-24
6384,2234,2,281,25,30,2023-09-09 04:50:00,2023-10-04 04:50:00,v-24-44
6385,2234,1,128,2,50,2024-12-22 13:25:00,2025-01-02 13:25:00,s-63-45
6386,2235,3,395,38,100,2023-02-28 01:34:00,2023-03-16 01:34:00,T-38-26
6387,2235,5,36,48,100,2024-07-23 22:57:00,2024-09-21 22:57:00,e-95-05
6388,2235,1,90,7,100,2024-05-01 01:22:00,2024-05-05 01:22:00,V-72-12
6389,2236,2,142,5,10,2024-12-21 10:04:00,2025-02-03 10:04:00,f-04-42
6390,2237,3,222,36,100,2024-12-10 22:43:00,2025-01-11 22:43:00,S-56-99
6391,2238,4,380,19,50,2023-07-22 08:49:00,2023-08-07 08:49:00,P-32-26
6392,2239,4,158,13,20,2023-12-16 05:59:00,2023-12-28 05:59:00,z-73-98
6393,2240,5,99,9,100,2023-10-29 07:33:00,2023-12-12 07:33:00,h-82-21
6394,2241,4,309,14,20,2023-05-03 17:22:00,2023-05-28 17:22:00,k-58-70
6395,2241,1,257,3,30,2023-11-26 00:33:00,2024-01-23 00:33:00,G-29-90
6396,2242,5,168,40,20,2023-07-18 12:29:00,2023-09-01 12:29:00,E-27-12
6397,2242,4,14,12,50,2023-09-01 16:05:00,2023-09-02 16:05:00,F-62-75
6398,2243,3,134,26,100,2024-11-21 16:34:00,2024-12-09 16:34:00,W-04-39
6399,2244,3,159,30,10,2024-01-09 06:23:00,2024-02-23 06:23:00,Z-86-42
6400,2244,5,268,27,50,2024-03-22 04:13:00,2024-05-09 04:13:00,k-34-04
6401,2245,3,56,28,50,2023-06-26 20:36:00,2023-08-24 20:36:00,t-98-68
6402,2245,4,89,47,20,2023-08-28 18:45:00,2023-10-07 18:45:00,u-28-69
6403,2246,4,135,7,10,2024-03-18 09:57:00,2024-04-30 09:57:00,R-70-05
6404,2246,3,161,37,100,2024-01-31 15:29:00,2024-03-10 15:29:00,l-65-31
6405,2246,2,275,21,30,2023-03-03 01:44:00,2023-03-19 01:44:00,f-58-03
6406,2247,4,220,46,10,2024-07-16 14:18:00,2024-08-11 14:18:00,R-01-07
6407,2248,2,167,27,30,2023-11-18 20:38:00,2023-11-27 20:38:00,u-66-06
6408,2248,1,25,49,50,2024-06-04 10:01:00,2024-06-07 10:01:00,V-53-89
6409,2249,5,199,23,30,2023-08-12 20:51:00,2023-09-12 20:51:00,A-98-40
6410,2250,3,200,0,100,2023-12-18 18:55:00,2023-12-19 18:55:00,P-10-32
6411,2251,4,369,19,100,2024-11-19 02:28:00,2024-11-21 02:28:00,P-27-43
6412,2252,5,319,34,50,2023-09-19 04:07:00,2023-10-18 04:07:00,Q-90-57
6413,2253,4,361,50,30,2024-11-30 08:04:00,2025-01-25 08:04:00,H-67-17
6414,2254,3,120,48,20,2024-02-08 08:41:00,2024-02-25 08:41:00,C-36-70
6415,2255,2,84,15,30,2024-10-04 03:50:00,2024-11-30 03:50:00,s-05-26
6416,2256,3,393,26,50,2024-10-05 03:44:00,2024-10-15 03:44:00,Y-90-28
6417,2257,3,231,45,10,2024-01-20 18:36:00,2024-02-14 18:36:00,z-13-26
6418,2257,5,280,23,100,2023-11-20 07:34:00,2024-01-01 07:34:00,Z-41-04
6419,2258,4,271,7,30,2024-07-24 17:01:00,2024-08-09 17:01:00,R-03-03
6420,2258,3,341,8,50,2023-04-14 23:03:00,2023-06-10 23:03:00,a-40-87
6421,2259,4,363,27,30,2024-02-20 19:51:00,2024-03-03 19:51:00,M-32-83
6422,2260,1,250,48,30,2023-11-24 18:19:00,2023-11-28 18:19:00,P-60-29
6423,2261,3,78,48,30,2024-09-11 09:17:00,2024-09-26 09:17:00,u-48-54
6424,2261,2,206,22,10,2024-07-23 02:07:00,2024-09-05 02:07:00,T-47-63
6425,2262,3,26,43,100,2023-03-30 04:27:00,2023-04-24 04:27:00,W-42-45
6426,2262,2,169,23,100,2024-06-10 12:55:00,2024-07-21 12:55:00,I-31-19
6427,2263,2,124,42,20,2023-06-22 05:07:00,2023-06-24 05:07:00,i-67-92
6428,2263,3,41,29,30,2023-06-01 12:01:00,2023-06-13 12:01:00,Q-93-27
6429,2264,1,388,1,20,2023-12-04 13:12:00,2023-12-15 13:12:00,n-45-12
6430,2264,5,183,19,10,2023-10-23 03:27:00,2023-12-21 03:27:00,C-25-82
6431,2264,4,381,36,30,2023-05-20 18:13:00,2023-06-01 18:13:00,U-91-05
6432,2265,5,231,28,50,2024-04-15 07:57:00,2024-05-19 07:57:00,D-05-87
6433,2266,3,362,37,50,2024-08-02 22:51:00,2024-09-18 22:51:00,N-23-08
6434,2266,5,327,37,100,2024-03-25 03:12:00,2024-04-02 03:12:00,z-48-79
6435,2266,2,102,46,10,2023-01-03 19:18:00,2023-01-17 19:18:00,L-09-69
6436,2267,4,35,29,20,2023-09-02 00:14:00,2023-09-30 00:14:00,i-40-72
6437,2267,2,217,11,20,2023-05-20 19:58:00,2023-07-12 19:58:00,d-03-09
6438,2268,4,20,30,100,2023-09-18 02:15:00,2023-10-21 02:15:00,x-88-70
6439,2269,2,131,0,50,2023-06-30 11:36:00,2023-08-15 11:36:00,L-78-32
6440,2269,1,137,46,30,2024-07-04 21:20:00,2024-08-20 21:20:00,B-11-27
6441,2270,2,334,9,20,2024-11-30 06:14:00,2025-01-27 06:14:00,Q-57-01
6442,2271,4,70,21,100,2023-03-06 12:38:00,2023-04-21 12:38:00,J-11-40
6443,2271,2,78,30,10,2023-08-23 14:48:00,2023-09-03 14:48:00,M-74-96
6444,2272,5,110,0,30,2024-06-30 18:04:00,2024-07-17 18:04:00,T-80-38
6445,2272,2,395,16,30,2024-05-13 20:17:00,2024-05-26 20:17:00,E-73-42
6446,2273,5,35,19,10,2024-06-09 06:35:00,2024-07-05 06:35:00,y-77-84
6447,2274,4,200,4,50,2023-08-12 11:01:00,2023-08-24 11:01:00,p-34-75
6448,2274,1,183,22,30,2023-03-14 18:10:00,2023-05-12 18:10:00,f-98-93
6449,2275,5,387,14,20,2024-06-02 17:57:00,2024-07-12 17:57:00,L-25-47
6450,2275,2,109,45,30,2024-05-25 18:55:00,2024-07-07 18:55:00,U-77-83
6451,2275,1,322,25,30,2024-04-05 02:11:00,2024-05-23 02:11:00,C-52-20
6452,2276,3,277,34,100,2024-05-19 13:47:00,2024-07-13 13:47:00,E-90-82
6453,2276,1,352,33,100,2023-09-08 02:52:00,2023-10-05 02:52:00,z-79-99
6454,2276,5,400,47,100,2023-09-09 08:08:00,2023-10-22 08:08:00,f-01-80
6455,2277,2,345,14,30,2024-01-08 00:44:00,2024-01-13 00:44:00,o-25-11
6456,2277,4,377,45,10,2024-07-19 01:41:00,2024-08-08 01:41:00,f-90-40
6457,2278,1,64,30,100,2024-05-26 09:15:00,2024-05-29 09:15:00,V-38-11
6458,2278,3,24,10,100,2024-01-05 17:32:00,2024-01-11 17:32:00,Y-77-69
6459,2279,1,100,22,20,2024-07-02 23:01:00,2024-08-18 23:01:00,n-43-98
6460,2279,2,345,2,100,2024-04-07 16:15:00,2024-06-04 16:15:00,F-34-23
6461,2280,5,98,4,10,2023-07-24 18:22:00,2023-09-16 18:22:00,V-17-30
6462,2281,4,365,4,50,2024-06-04 10:41:00,2024-06-13 10:41:00,j-21-52
6463,2282,5,329,21,30,2024-12-02 18:26:00,2025-01-12 18:26:00,G-91-66
6464,2283,3,167,28,100,2024-06-20 20:56:00,2024-08-11 20:56:00,Q-05-54
6465,2283,2,136,19,30,2023-06-01 10:51:00,2023-06-14 10:51:00,W-15-22
6466,2283,5,364,25,10,2023-02-12 12:14:00,2023-04-10 12:14:00,i-72-32
6467,2284,1,92,2,20,2024-06-17 15:54:00,2024-08-09 15:54:00,P-82-06
6468,2284,2,266,25,10,2024-06-23 16:32:00,2024-07-26 16:32:00,n-40-17
6469,2285,3,342,34,20,2023-10-22 04:17:00,2023-10-31 04:17:00,n-93-22
6470,2285,4,300,22,100,2023-09-15 11:09:00,2023-09-22 11:09:00,h-07-91
6471,2285,1,43,42,50,2023-08-15 14:58:00,2023-09-13 14:58:00,z-96-45
6472,2286,5,69,7,10,2023-10-09 08:36:00,2023-11-16 08:36:00,X-17-13
6473,2286,1,149,44,30,2023-10-28 21:38:00,2023-11-23 21:38:00,f-23-45
6474,2286,2,254,43,20,2024-12-09 18:34:00,2024-12-12 18:34:00,z-20-40
6475,2287,2,281,2,20,2024-05-02 00:05:00,2024-05-22 00:05:00,t-60-11
6476,2287,1,24,8,20,2024-01-11 01:26:00,2024-02-06 01:26:00,H-16-94
6477,2288,1,240,6,100,2024-01-09 13:09:00,2024-02-18 13:09:00,E-81-25
6478,2289,4,263,0,50,2023-01-05 10:02:00,2023-01-09 10:02:00,e-48-33
6479,2289,3,165,36,20,2024-04-17 14:39:00,2024-05-28 14:39:00,c-09-98
6480,2290,2,385,30,20,2023-05-03 17:59:00,2023-06-20 17:59:00,z-77-37
6481,2291,4,259,12,50,2023-11-06 14:07:00,2023-12-14 14:07:00,I-57-93
6482,2291,3,356,5,100,2024-08-03 21:21:00,2024-08-19 21:21:00,I-62-53
6483,2292,4,258,0,50,2023-09-06 21:30:00,2023-10-11 21:30:00,Y-65-54
6484,2293,2,104,36,10,2024-04-16 08:46:00,2024-05-15 08:46:00,E-92-68
6485,2294,4,349,32,50,2024-09-20 22:07:00,2024-09-24 22:07:00,S-61-60
6486,2294,2,377,5,20,2023-09-29 14:52:00,2023-09-30 14:52:00,p-91-99
6487,2295,2,267,15,20,2023-07-14 17:13:00,2023-08-29 17:13:00,w-24-10
6488,2295,1,126,33,20,2023-03-21 08:43:00,2023-04-25 08:43:00,k-42-18
6489,2295,3,222,40,50,2023-12-18 11:08:00,2024-01-17 11:08:00,B-76-35
6490,2296,1,222,1,50,2024-05-03 02:33:00,2024-05-23 02:33:00,l-23-58
6491,2297,4,292,13,50,2024-02-23 21:33:00,2024-04-12 21:33:00,e-19-69
6492,2297,3,343,44,10,2023-11-14 18:55:00,2023-11-20 18:55:00,p-68-76
6493,2298,3,389,43,10,2024-12-15 23:11:00,2024-12-20 23:11:00,U-06-45
6494,2298,5,208,30,10,2023-06-05 07:05:00,2023-06-11 07:05:00,B-14-79
6495,2299,2,381,10,20,2023-06-30 19:47:00,2023-08-11 19:47:00,r-87-75
6496,2299,3,59,31,50,2024-10-05 07:17:00,2024-11-29 07:17:00,w-56-31
6497,2300,5,13,35,100,2023-06-03 09:13:00,2023-06-06 09:13:00,q-54-08
6498,2301,3,41,38,30,2023-04-17 07:29:00,2023-05-21 07:29:00,o-10-43
6499,2301,2,57,26,50,2024-06-28 20:09:00,2024-08-13 20:09:00,P-34-58
6500,2302,5,249,43,100,2024-01-21 09:15:00,2024-02-14 09:15:00,s-08-40
6501,2302,2,390,40,20,2023-05-31 05:20:00,2023-07-06 05:20:00,P-37-07
6502,2303,4,204,3,10,2024-10-20 14:31:00,2024-11-12 14:31:00,t-26-99
6503,2303,1,328,36,50,2023-06-16 20:08:00,2023-07-21 20:08:00,c-99-28
6504,2304,3,260,4,50,2024-07-15 21:45:00,2024-07-24 21:45:00,l-10-77
6505,2305,5,287,5,20,2024-11-28 13:58:00,2025-01-05 13:58:00,c-01-59
6506,2305,3,177,32,50,2023-02-04 11:00:00,2023-02-09 11:00:00,o-05-31
6507,2305,1,327,46,10,2024-10-25 04:27:00,2024-12-03 04:27:00,I-09-42
6508,2306,2,270,30,10,2023-09-14 10:55:00,2023-10-06 10:55:00,x-20-06
6509,2307,1,239,34,10,2023-04-30 22:13:00,2023-05-03 22:13:00,w-17-81
6510,2307,3,396,39,20,2024-03-31 00:25:00,2024-04-28 00:25:00,a-20-86
6511,2308,3,356,30,100,2024-11-28 17:22:00,2025-01-11 17:22:00,e-13-00
6512,2309,4,94,5,10,2024-02-14 18:07:00,2024-03-09 18:07:00,R-81-58
6513,2310,2,233,0,10,2023-12-05 07:52:00,2024-01-27 07:52:00,c-18-03
6514,2311,4,21,8,50,2023-11-02 04:54:00,2023-11-05 04:54:00,u-35-56
6515,2311,2,385,13,50,2023-07-22 10:39:00,2023-08-11 10:39:00,X-32-83
6516,2312,4,152,33,100,2024-06-02 16:07:00,2024-06-10 16:07:00,W-77-60
6517,2312,3,295,46,30,2023-06-08 17:06:00,2023-07-09 17:06:00,b-51-23
6518,2313,4,311,15,50,2023-05-22 01:20:00,2023-07-20 01:20:00,j-23-01
6519,2313,1,25,49,30,2024-01-11 05:51:00,2024-02-18 05:51:00,r-17-64
6520,2313,2,114,10,30,2024-06-15 02:26:00,2024-07-30 02:26:00,E-90-17
6521,2314,5,197,22,30,2023-06-25 05:22:00,2023-07-31 05:22:00,n-43-31
6522,2314,4,201,2,30,2023-06-23 10:25:00,2023-08-06 10:25:00,g-67-85
6523,2314,3,50,9,100,2024-10-03 17:31:00,2024-11-30 17:31:00,t-36-58
6524,2315,2,257,21,20,2024-10-09 04:19:00,2024-11-26 04:19:00,A-41-55
6525,2316,5,323,16,30,2023-03-08 00:43:00,2023-04-14 00:43:00,R-73-53
6526,2317,5,195,35,10,2024-04-28 19:20:00,2024-06-10 19:20:00,B-91-82
6527,2317,4,76,44,100,2023-07-14 00:52:00,2023-07-19 00:52:00,U-71-62
6528,2318,1,53,19,20,2023-11-28 20:33:00,2023-12-26 20:33:00,i-54-55
6529,2318,3,57,10,50,2023-07-23 23:45:00,2023-09-10 23:45:00,l-21-26
6530,2319,1,189,46,30,2023-09-08 04:08:00,2023-10-28 04:08:00,Y-67-00
6531,2319,4,107,27,50,2023-03-13 09:10:00,2023-04-14 09:10:00,T-71-60
6532,2320,3,355,41,20,2024-08-21 21:56:00,2024-09-16 21:56:00,v-07-46
6533,2320,2,292,43,20,2023-07-25 08:59:00,2023-08-29 08:59:00,J-15-45
6534,2321,2,220,29,50,2023-08-07 18:22:00,2023-09-22 18:22:00,s-90-48
6535,2322,5,291,19,100,2023-04-25 08:25:00,2023-06-14 08:25:00,J-43-17
6536,2323,4,219,16,20,2024-08-27 20:01:00,2024-09-06 20:01:00,K-51-26
6537,2323,2,361,12,10,2023-07-01 06:52:00,2023-08-16 06:52:00,G-02-70
6538,2324,5,65,27,10,2024-02-26 17:35:00,2024-04-23 17:35:00,g-21-81
6539,2325,3,313,49,30,2024-01-23 12:27:00,2024-03-11 12:27:00,k-98-19
6540,2325,4,134,31,10,2024-12-22 11:47:00,2024-12-29 11:47:00,Z-84-97
6541,2326,5,380,1,100,2024-12-01 09:08:00,2025-01-06 09:08:00,X-11-76
6542,2326,3,117,42,30,2024-04-12 10:41:00,2024-05-09 10:41:00,H-96-57
6543,2327,3,298,43,10,2024-06-13 00:47:00,2024-08-03 00:47:00,c-76-68
6544,2327,2,46,47,100,2024-02-21 04:48:00,2024-03-28 04:48:00,I-86-74
6545,2328,5,163,44,30,2023-06-16 19:11:00,2023-06-30 19:11:00,x-89-40
6546,2328,2,319,29,50,2023-09-12 14:54:00,2023-10-16 14:54:00,H-53-34
6547,2328,3,121,5,10,2023-02-16 09:08:00,2023-03-18 09:08:00,s-01-07
6548,2329,4,271,36,30,2023-12-26 16:11:00,2024-02-07 16:11:00,x-90-19
6549,2329,1,325,33,100,2023-10-15 23:10:00,2023-11-22 23:10:00,l-16-41
6550,2330,3,390,36,50,2024-07-25 21:37:00,2024-09-08 21:37:00,i-89-20
6551,2331,4,290,26,100,2023-08-25 13:57:00,2023-10-17 13:57:00,P-57-14
6552,2332,5,331,42,20,2023-06-15 12:40:00,2023-08-06 12:40:00,H-93-79
6553,2332,3,363,5,20,2023-08-28 01:07:00,2023-09-06 01:07:00,I-28-90
6554,2332,4,279,35,20,2023-07-23 22:25:00,2023-09-07 22:25:00,J-83-45
6555,2333,4,249,32,20,2024-08-02 15:35:00,2024-09-22 15:35:00,u-19-94
6556,2334,2,267,14,100,2023-03-31 21:04:00,2023-04-24 21:04:00,q-97-54
6557,2334,4,375,28,100,2024-09-30 14:44:00,2024-11-12 14:44:00,N-77-62
6558,2334,5,7,38,10,2023-10-17 01:03:00,2023-12-10 01:03:00,S-55-47
6559,2335,5,280,38,10,2023-02-18 08:39:00,2023-03-10 08:39:00,u-74-85
6560,2336,4,195,42,20,2023-05-31 03:25:00,2023-06-20 03:25:00,g-64-01
6561,2337,5,93,15,10,2024-04-03 18:02:00,2024-04-08 18:02:00,Q-31-44
6562,2337,3,13,43,100,2023-04-23 11:33:00,2023-06-14 11:33:00,q-52-75
6563,2337,4,144,36,100,2023-12-11 10:17:00,2024-01-08 10:17:00,i-52-65
6564,2338,2,349,2,20,2023-03-27 01:56:00,2023-04-21 01:56:00,r-19-45
6565,2339,1,317,36,20,2023-02-07 19:15:00,2023-02-23 19:15:00,W-32-74
6566,2340,2,152,43,20,2024-06-15 08:17:00,2024-07-07 08:17:00,S-28-07
6567,2341,5,366,3,100,2023-05-17 06:40:00,2023-06-17 06:40:00,B-50-88
6568,2341,4,0,9,30,2024-09-01 20:12:00,2024-09-17 20:12:00,I-26-80
6569,2342,3,304,7,50,2023-03-04 04:32:00,2023-03-31 04:32:00,j-03-86
6570,2342,1,233,41,50,2024-07-09 09:50:00,2024-07-15 09:50:00,v-00-17
6571,2343,3,155,41,100,2024-01-21 10:49:00,2024-02-09 10:49:00,c-73-45
6572,2344,2,148,20,20,2024-08-28 04:44:00,2024-10-27 04:44:00,S-39-00
6573,2344,5,71,27,20,2024-12-15 19:36:00,2025-02-01 19:36:00,T-48-48
6574,2345,1,289,29,10,2023-12-17 14:44:00,2024-02-03 14:44:00,D-00-06
6575,2345,5,85,40,20,2024-04-01 20:01:00,2024-05-17 20:01:00,g-21-06
6576,2346,1,322,25,10,2024-08-12 18:59:00,2024-08-25 18:59:00,C-05-90
6577,2347,5,219,27,100,2023-07-29 11:22:00,2023-09-26 11:22:00,A-04-68
6578,2348,1,194,4,20,2023-10-27 17:25:00,2023-11-03 17:25:00,w-17-19
6579,2349,2,142,8,100,2024-09-26 19:06:00,2024-11-17 19:06:00,z-52-80
6580,2349,3,169,24,30,2024-02-16 19:53:00,2024-02-22 19:53:00,r-69-58
6581,2350,1,125,38,50,2023-04-27 23:23:00,2023-06-14 23:23:00,g-39-33
6582,2350,5,259,15,50,2024-01-17 05:50:00,2024-03-15 05:50:00,k-75-01
6583,2351,2,319,18,100,2023-09-14 22:04:00,2023-11-09 22:04:00,m-60-30
6584,2351,1,81,40,100,2024-11-09 10:54:00,2024-11-16 10:54:00,j-74-64
6585,2351,5,373,21,20,2024-08-08 15:53:00,2024-09-22 15:53:00,q-61-44
6586,2352,5,77,9,20,2024-10-31 18:18:00,2024-11-13 18:18:00,p-72-66
6587,2353,5,228,18,30,2023-08-28 03:27:00,2023-09-08 03:27:00,W-41-31
6588,2354,1,71,8,30,2023-04-03 08:02:00,2023-04-10 08:02:00,R-19-41
6589,2354,5,366,42,100,2024-04-29 17:33:00,2024-06-16 17:33:00,W-88-67
6590,2355,5,334,43,20,2023-10-26 10:28:00,2023-11-22 10:28:00,s-71-33
6591,2356,3,2,35,20,2023-02-02 13:13:00,2023-03-05 13:13:00,M-44-00
6592,2357,4,106,42,50,2024-10-17 22:54:00,2024-12-13 22:54:00,N-05-84
6593,2357,5,131,8,10,2023-01-08 17:29:00,2023-02-10 17:29:00,p-23-47
6594,2358,2,137,29,50,2023-04-27 21:38:00,2023-06-08 21:38:00,f-38-95
6595,2358,3,244,13,10,2023-06-20 23:03:00,2023-07-18 23:03:00,Z-71-06
6596,2359,4,65,7,20,2024-04-23 22:32:00,2024-06-15 22:32:00,o-68-85
6597,2359,5,332,47,50,2024-11-29 11:07:00,2024-12-30 11:07:00,w-48-54
6598,2360,1,172,19,50,2023-07-09 07:49:00,2023-07-18 07:49:00,m-46-78
6599,2360,2,61,41,100,2023-09-21 21:40:00,2023-10-12 21:40:00,K-95-14
6600,2360,4,296,29,100,2023-12-26 10:32:00,2024-02-05 10:32:00,u-98-95
6601,2361,1,50,7,20,2024-03-13 20:53:00,2024-03-29 20:53:00,i-91-15
6602,2362,3,200,25,10,2023-08-01 06:19:00,2023-08-26 06:19:00,z-38-27
6603,2362,2,175,26,20,2023-08-31 07:16:00,2023-09-03 07:16:00,A-36-99
