order_item_id,order_id,product_id,quantity,unit_price,total_price
32468,14847,2509,2,67.11,134.22
32469,14847,2999,3,1752.74,5258.22
32470,14848,2347,2,193.51,387.02
32471,14848,2695,4,446.94,1787.76
32472,14849,2472,2,1052.8,2105.6
32473,14850,2983,1,76.3,76.3
32474,14850,2813,2,31.06,62.12
32475,14850,2599,4,7.52,30.08
32476,14850,2212,1,49.41,49.41
32477,14851,2763,3,614.24,1842.72
32478,14852,2622,2,907.37,1814.74
32479,14852,2311,2,43.32,86.64
32480,14852,2773,1,181.65,181.65
32481,14852,2620,3,27.51,82.53
32482,14853,2845,3,23.55,70.65
32483,14853,2472,4,1033.27,4133.08
32484,14854,2011,1,74.27,74.27
32485,14854,2402,3,1624.07,4872.21
32486,14855,2297,3,8.63,25.89
32487,14855,2571,4,1655.13,6620.52
32488,14855,2085,2,237.62,475.24
32489,14856,2913,2,67.95,135.9
32490,14856,2016,3,1035.96,3107.88
32491,14856,2143,1,162.98,162.98
32492,14856,2501,3,33.83,101.49
32493,14857,2134,4,36.38,145.52
32494,14858,2600,1,325.11,325.11
32495,14858,2030,1,260.0,260.0
32496,14858,2185,1,414.57,414.57
32497,14858,2482,1,134.79,134.79
32498,14859,2926,1,78.83,78.83
32499,14859,2685,2,464.92,929.84
32500,14859,2157,2,155.69,311.38
32501,14860,2777,3,46.09,138.27
32502,14861,2701,1,338.23,338.23
32503,14861,2287,4,690.36,2761.44
32504,14861,2428,4,590.56,2362.24
32505,14861,2286,2,1423.43,2846.86
32506,14862,2365,1,7.92,7.92
32507,14863,2668,4,874.67,3498.68
32508,14864,2523,2,1001.0,2002.0
32509,14865,2663,3,110.21,330.63
32510,14865,2719,4,59.54,238.16
32511,14865,2363,3,52.29,156.87
32512,14865,2445,2,787.8,1575.6
32513,14866,2573,3,44.58,133.74
32514,14866,2874,2,86.05,172.1
32515,14867,2053,1,164.37,164.37
32516,14867,2238,1,1575.47,1575.47
32517,14868,2543,4,787.32,3149.28
32518,14869,2762,4,16.25,65.0
32519,14869,2429,4,371.83,1487.32
32520,14870,2055,2,1189.61,2379.22
32521,14870,2061,4,114.64,458.56
32522,14871,2334,2,199.79,399.58
32523,14871,2252,1,84.07,84.07
32524,14871,2982,1,78.19,78.19
32525,14872,2296,2,1502.55,3005.1
32526,14872,2951,3,593.81,1781.43
32527,14872,2686,3,210.71,632.13
32528,14873,2256,2,9.93,19.86
32529,14873,2384,4,259.37,1037.48
32530,14873,2906,1,1696.67,1696.67
32531,14873,2491,3,460.13,1380.39
32532,14874,2122,1,8.35,8.35
32533,14875,2016,2,1106.46,2212.92
32534,14875,2304,1,7.61,7.61
32535,14875,2946,3,534.83,1604.49
32536,14876,2410,1,80.63,80.63
32537,14876,2102,3,126.11,378.33
32538,14877,2207,1,8.91,8.91
32539,14877,2888,2,150.66,301.32
32540,14878,2125,3,72.65,217.95
32541,14878,2736,1,520.93,520.93
32542,14878,2178,2,1085.71,2171.42
32543,14879,2883,4,202.82,811.28
32544,14879,2743,4,7.77,31.08
32545,14879,2234,2,61.29,122.58
32546,14879,2605,2,54.68,109.36
32547,14879,2184,4,1655.73,6622.92
32548,14880,2140,1,8.73,8.73
32549,14880,2640,2,615.41,1230.82
32550,14880,2157,1,137.85,137.85
32551,14881,2698,3,901.92,2705.76
32552,14881,2437,1,1144.92,1144.92
32553,14882,2184,1,1699.83,1699.83
32554,14883,2101,2,795.54,1591.08
32555,14883,2438,1,699.38,699.38
32556,14883,2740,2,30.71,61.42
32557,14884,2360,3,20.88,62.64
32558,14885,2148,1,459.95,459.95
32559,14885,2267,3,325.99,977.97
32560,14885,2107,4,1568.24,6272.96
32561,14886,2550,2,1501.08,3002.16
32562,14886,2020,3,590.83,1772.49
32563,14887,2596,3,824.4,2473.2
32564,14887,2390,3,11.0,33.0
32565,14888,2665,4,1045.66,4182.64
32566,14889,2906,1,1781.25,1781.25
32567,14889,2504,4,49.06,196.24
32568,14890,2068,1,173.53,173.53
32569,14890,2526,1,21.23,21.23
32570,14890,2633,3,879.18,2637.54
32571,14891,2439,1,181.88,181.88
32572,14891,2134,2,38.99,77.98
32573,14891,2237,2,213.96,427.92
32574,14891,2373,4,1583.53,6334.12
32575,14892,2600,3,320.04,960.12
32576,14893,2858,1,218.22,218.22
32577,14893,2145,4,184.98,739.92
32578,14894,2812,4,103.24,412.96
32579,14894,2368,4,143.09,572.36
32580,14895,2558,3,294.51,883.53
32581,14895,2832,1,83.51,83.51
32582,14896,2630,2,15.99,31.98
32583,14896,2452,3,535.22,1605.66
32584,14897,2728,1,1913.51,1913.51
32585,14897,2197,1,163.14,163.14
32586,14897,2930,3,50.87,152.61
32587,14898,2136,1,92.93,92.93
32588,14898,2018,4,205.09,820.36
32589,14898,2814,4,105.54,422.16
32590,14898,2986,2,27.15,54.3
32591,14899,2422,1,15.49,15.49
32592,14899,2528,2,477.81,955.62
32593,14899,2679,4,545.01,2180.04
32594,14900,2680,3,500.95,1502.85
32595,14900,2116,1,1138.44,1138.44
32596,14900,2140,3,8.59,25.77
32597,14900,2627,3,5.99,17.97
32598,14901,2189,1,313.47,313.47
32599,14901,2453,2,216.07,432.14
32600,14901,2843,2,48.86,97.72
32601,14902,2948,4,65.39,261.56
32602,14902,2878,3,392.94,1178.82
32603,14903,2066,1,1155.04,1155.04
32604,14903,2948,4,72.37,289.48
32605,14904,2194,4,367.22,1468.88
32606,14904,2844,2,209.47,418.94
32607,14905,2961,4,20.73,82.92
32608,14906,2386,1,239.03,239.03
32609,14907,2176,1,289.75,289.75
32610,14907,2518,2,50.77,101.54
32611,14908,2759,4,90.58,362.32
32612,14909,2607,2,1222.46,2444.92
32613,14910,2018,4,202.84,811.36
32614,14911,2978,3,80.11,240.33
32615,14912,2505,2,722.69,1445.38
32616,14913,2733,3,213.47,640.41
32617,14913,2604,4,1214.12,4856.48
32618,14913,2758,1,545.64,545.64
32619,14914,2119,4,1027.41,4109.64
32620,14915,2374,1,21.36,21.36
32621,14915,2425,3,63.69,191.07
32622,14916,2946,4,518.11,2072.44
32623,14917,2487,1,1523.32,1523.32
32624,14917,2176,1,265.4,265.4
32625,14917,2997,3,1573.67,4721.01
32626,14917,2163,2,1797.25,3594.5
32627,14918,2975,1,1757.77,1757.77
32628,14918,2341,3,705.69,2117.07
32629,14918,2043,4,5.31,21.24
32630,14918,2660,4,649.91,2599.64
32631,14919,2758,1,498.11,498.11
32632,14920,2531,3,371.82,1115.46
32633,14920,2194,4,372.66,1490.64
32634,14921,2424,2,40.56,81.12
32635,14922,2523,4,992.27,3969.08
32636,14923,2171,2,69.05,138.1
32637,14923,2116,2,1207.07,2414.14
32638,14924,2040,4,140.18,560.72
32639,14925,2248,4,346.63,1386.52
32640,14925,2336,2,32.36,64.72
32641,14926,2918,1,277.93,277.93
32642,14926,2017,1,22.4,22.4
32643,14926,2381,2,18.6,37.2
32644,14927,2551,3,7.11,21.33
32645,14927,2838,4,39.72,158.88
32646,14928,2248,2,385.28,770.56
32647,14928,2941,3,78.67,236.01
32648,14928,2382,4,57.51,230.04
32649,14929,2593,1,6.73,6.73
32650,14929,2509,4,69.3,277.2
32651,14930,2356,1,55.86,55.86
32652,14931,2666,2,12.63,25.26
32653,14931,2551,1,6.75,6.75
32654,14932,2946,1,517.87,517.87
32655,14932,2086,4,15.68,62.72
32656,14933,2438,4,718.44,2873.76
32657,14934,2963,2,61.63,123.26
32658,14935,2399,4,11.97,47.88
32659,14935,2289,3,74.48,223.44
32660,14935,2262,2,1487.83,2975.66
32661,14935,2431,3,59.28,177.84
32662,14936,2136,1,81.96,81.96
32663,14936,2898,2,87.39,174.78
32664,14936,2142,2,44.54,89.08
32665,14936,2183,3,1979.38,5938.14
32666,14937,2893,4,37.24,148.96
32667,14937,2890,1,560.59,560.59
32668,14937,2265,1,1740.7,1740.7
32669,14937,2469,2,1102.68,2205.36
32670,14938,2406,4,74.72,298.88
32671,14939,2624,2,961.33,1922.66
32672,14940,2799,2,974.51,1949.02
32673,14941,2464,4,169.02,676.08
32674,14941,2720,3,9.56,28.68
32675,14942,2987,2,11.13,22.26
32676,14943,2775,4,1706.98,6827.92
32677,14943,2044,2,994.24,1988.48
32678,14944,2444,1,6.77,6.77
32679,14945,2083,2,55.51,111.02
32680,14946,2279,4,80.37,321.48
32681,14946,2437,3,1098.38,3295.14
32682,14947,2751,2,131.07,262.14
32683,14947,2333,2,1086.41,2172.82
32684,14947,2716,2,1883.58,3767.16
32685,14947,2927,1,247.33,247.33
32686,14948,2617,2,16.75,33.5
32687,14948,2495,4,302.74,1210.96
32688,14949,2663,1,102.35,102.35
32689,14949,2523,2,939.01,1878.02
32690,14949,2494,4,26.9,107.6
32691,14949,2111,3,1377.03,4131.09
32692,14950,2936,1,206.38,206.38
32693,14950,2094,2,228.18,456.36
32694,14950,2641,3,93.93,281.79
32695,14950,2791,1,14.01,14.01
32696,14951,2649,3,943.94,2831.82
32697,14951,2623,4,380.16,1520.64
32698,14952,2403,2,337.84,675.68
32699,14952,2132,3,78.83,236.49
32700,14952,2870,1,26.36,26.36
32701,14953,2339,1,90.21,90.21
32702,14954,2326,3,678.43,2035.29
32703,14954,2440,4,1414.9,5659.6
32704,14955,2594,3,247.12,741.36
32705,14955,2396,1,226.17,226.17
32706,14956,2044,3,1097.48,3292.44
32707,14956,2727,4,17.44,69.76
32708,14957,2967,4,623.94,2495.76
32709,14957,2432,4,132.66,530.64
32710,14957,2061,1,123.09,123.09
32711,14958,2215,2,574.83,1149.66
32712,14958,2113,2,68.74,137.48
32713,14959,2981,4,1223.37,4893.48
32714,14959,2114,1,74.36,74.36
32715,14959,2594,1,229.57,229.57
32716,14960,2874,4,93.67,374.68
32717,14960,2113,2,66.81,133.62
32718,14960,2216,4,446.28,1785.12
32719,14960,2046,4,185.26,741.04
32720,14960,2929,4,32.72,130.88
32721,14961,2516,2,796.32,1592.64
32722,14961,2615,3,497.01,1491.03
32723,14961,2877,1,268.09,268.09
32724,14962,2556,4,6.05,24.2
32725,14963,2815,3,71.21,213.63
32726,14963,2978,1,79.64,79.64
32727,14964,2027,1,1863.1,1863.1
32728,14965,2855,3,13.75,41.25
32729,14965,2795,2,831.32,1662.64
32730,14965,2333,3,1181.14,3543.42
32731,14966,2053,2,160.94,321.88
32732,14967,2592,3,8.52,25.56
32733,14967,2818,2,170.13,340.26
32734,14967,2384,2,282.14,564.28
32735,14967,2553,4,149.84,599.36
32736,14968,2822,2,53.37,106.74
32737,14968,2689,4,12.45,49.8
32738,14968,2036,2,35.14,70.28
32739,14969,2425,1,60.04,60.04
32740,14970,2275,3,105.37,316.11
32741,14971,2998,1,1301.97,1301.97
32742,14971,2836,3,1166.24,3498.72
32743,14971,2400,2,438.49,876.98
32744,14972,2264,2,420.69,841.38
32745,14972,2415,3,8.42,25.26
32746,14972,2283,3,659.16,1977.48
32747,14973,2820,1,1794.41,1794.41
32748,14973,2080,3,26.67,80.01
32749,14974,2070,2,1257.64,2515.28
32750,14974,2388,3,80.33,240.99
32751,14975,2288,1,1666.55,1666.55
32752,14975,2189,1,323.17,323.17
32753,14976,2926,2,77.06,154.12
32754,14976,2964,1,18.65,18.65
32755,14976,2158,3,182.35,547.05
32756,14976,2112,3,11.59,34.77
32757,14977,2266,2,180.73,361.46
32758,14977,2408,3,153.19,459.57
32759,14978,2228,4,8.6,34.4
32760,14978,2913,2,66.66,133.32
32761,14979,2623,3,396.65,1189.95
32762,14979,2203,2,198.06,396.12
32763,14979,2480,1,226.5,226.5
32764,14979,2805,3,46.02,138.06
32765,14980,2838,1,37.98,37.98
32766,14981,2284,3,40.65,121.95
32767,14981,2968,3,24.74,74.22
32768,14981,2282,1,345.96,345.96
32769,14981,2026,2,5.43,10.86
32770,14982,2895,2,159.02,318.04
32771,14982,2810,3,1501.26,4503.78
32772,14983,2578,3,1070.05,3210.15
32773,14984,2017,1,21.59,21.59
32774,14985,2162,1,175.42,175.42
32775,14986,2368,3,140.9,422.7
32776,14986,2051,3,1597.79,4793.37
32777,14986,2140,3,8.23,24.69
32778,14986,2665,3,1048.25,3144.75
32779,14987,2479,3,64.76,194.28
32780,14987,2194,2,413.08,826.16
32781,14987,2950,1,21.77,21.77
32782,14987,2466,2,83.78,167.56
32783,14988,2005,2,1819.01,3638.02
32784,14988,2823,1,362.34,362.34
32785,14988,2430,1,1861.97,1861.97
32786,14989,2954,1,336.45,336.45
32787,14989,2700,1,15.21,15.21
32788,14989,2044,4,1007.97,4031.88
32789,14990,2635,3,63.38,190.14
32790,14990,2370,1,20.63,20.63
32791,14990,2656,4,14.11,56.44
32792,14991,2958,1,114.31,114.31
32793,14991,2456,4,990.41,3961.64
32794,14991,2915,1,10.55,10.55
32795,14991,2152,2,728.93,1457.86
32796,14992,2477,2,70.27,140.54
32797,14992,2171,2,65.11,130.22
32798,14992,2928,1,6.48,6.48
32799,14993,2571,2,1672.33,3344.66
32800,14993,2746,2,1782.9,3565.8
32801,14994,2778,2,170.08,340.16
32802,14994,2387,4,1600.82,6403.28
32803,14994,2970,2,50.96,101.92
32804,14994,2883,2,207.54,415.08
32805,14995,2889,4,650.29,2601.16
32806,14995,2842,1,27.77,27.77
32807,14996,2586,1,13.02,13.02
32808,14997,2421,1,165.76,165.76
32809,14998,2231,2,23.4,46.8
32810,14998,2160,1,79.36,79.36
32811,14999,2291,4,423.17,1692.68
32812,14999,2415,3,7.39,22.17
32813,15000,2661,3,318.2,954.6
32814,15000,2021,2,1327.48,2654.96
32815,15000,2121,2,77.39,154.78
32816,15001,2827,1,32.11,32.11
32817,15002,2803,3,161.43,484.29
32818,15002,2860,2,67.47,134.94
32819,15002,2472,2,1059.29,2118.58
32820,15003,2775,3,1704.21,5112.63
32821,15003,2574,4,39.32,157.28
32822,15004,2401,4,5.1,20.4
32823,15004,2616,3,26.32,78.96
32824,15004,2795,3,839.36,2518.08
32825,15004,2994,2,69.74,139.48
32826,15005,2155,2,6.01,12.02
32827,15005,2555,2,17.0,34.0
32828,15006,2923,4,73.15,292.6
32829,15006,2636,2,240.51,481.02
32830,15006,2988,3,391.45,1174.35
32831,15007,2703,2,195.96,391.92
32832,15008,2945,1,20.85,20.85
32833,15008,2168,2,350.91,701.82
32834,15008,2798,3,216.78,650.34
32835,15009,2743,4,7.3,29.2
32836,15009,2389,3,708.16,2124.48
32837,15010,2619,1,1665.73,1665.73
32838,15010,2567,3,9.63,28.89
32839,15010,2585,1,36.12,36.12
32840,15010,2514,1,8.82,8.82
32841,15011,2211,3,44.61,133.83
32842,15011,2297,4,9.17,36.68
32843,15011,2446,1,454.08,454.08
32844,15012,2254,4,1553.21,6212.84
32845,15012,2098,4,115.87,463.48
32846,15013,2923,3,75.56,226.68
32847,15013,2510,1,430.31,430.31
32848,15014,2808,2,22.29,44.58
32849,15014,2674,1,68.68,68.68
32850,15015,2397,1,142.2,142.2
32851,15016,2684,1,939.72,939.72
32852,15017,2128,2,388.22,776.44
32853,15017,2755,3,654.52,1963.56
32854,15017,2329,3,21.2,63.6
32855,15018,2623,2,367.31,734.62
32856,15018,2300,1,1224.38,1224.38
32857,15019,2103,4,87.26,349.04
32858,15019,2192,4,74.97,299.88
32859,15019,2063,4,182.89,731.56
32860,15019,2987,2,11.78,23.56
32861,15020,2161,3,33.2,99.6
32862,15020,2878,3,371.61,1114.83
32863,15020,2380,3,22.51,67.53
32864,15021,2285,4,103.17,412.68
32865,15022,2053,2,161.08,322.16
32866,15023,2660,1,754.59,754.59
32867,15024,2074,1,1360.24,1360.24
32868,15024,2648,1,323.32,323.32
32869,15024,2691,4,108.68,434.72
32870,15025,2733,3,213.05,639.15
32871,15025,2193,2,28.31,56.62
32872,15026,2991,2,388.29,776.58
32873,15026,2095,3,183.76,551.28
32874,15026,2900,4,491.11,1964.44
32875,15027,2361,4,683.71,2734.84
32876,15027,2052,4,674.87,2699.48
32877,15027,2055,3,1118.6,3355.8
32878,15028,2433,1,954.23,954.23
32879,15028,2834,4,879.1,3516.4
32880,15029,2175,1,744.12,744.12
32881,15029,2531,2,414.17,828.34
32882,15029,2940,3,50.39,151.17
32883,15029,2214,2,897.88,1795.76
32884,15030,2093,2,64.84,129.68
32885,15031,2642,2,1269.79,2539.58
32886,15031,2595,3,25.58,76.74
32887,15031,2667,4,336.55,1346.2
32888,15032,2894,3,26.33,78.99
32889,15032,2704,4,385.26,1541.04
32890,15033,2051,1,1378.06,1378.06
32891,15033,2201,4,1499.2,5996.8
32892,15034,2605,2,55.93,111.86
32893,15034,2148,3,509.07,1527.21
32894,15035,2413,3,1081.38,3244.14
32895,15035,2584,2,279.3,558.6
32896,15035,2024,1,8.68,8.68
32897,15036,2822,3,51.6,154.8
32898,15037,2137,4,71.96,287.84
32899,15038,2093,3,62.89,188.67
32900,15039,2392,4,18.86,75.44
32901,15039,2760,3,1623.78,4871.34
32902,15039,2597,2,224.97,449.94
32903,15039,2875,2,305.74,611.48
32904,15039,2153,4,1862.14,7448.56
32905,15040,2774,4,1467.75,5871.0
32906,15040,2379,1,10.85,10.85
32907,15041,2052,3,666.5,1999.5
32908,15041,2005,4,1624.31,6497.24
32909,15041,2549,3,10.45,31.35
32910,15042,2172,2,6.43,12.86
32911,15043,2780,4,461.9,1847.6
32912,15043,2703,4,201.8,807.2
32913,15043,2564,1,44.55,44.55
32914,15044,2734,4,10.56,42.24
32915,15044,2202,1,1811.35,1811.35
32916,15044,2978,4,83.25,333.0
32917,15044,2555,1,15.67,15.67
32918,15045,2494,2,26.7,53.4
32919,15045,2227,1,31.02,31.02
32920,15045,2903,3,23.45,70.35
32921,15045,2463,4,34.34,137.36
32922,15046,2186,1,595.0,595.0
32923,15047,2170,1,20.57,20.57
32924,15047,2338,3,219.48,658.44
32925,15047,2213,1,31.93,31.93
32926,15048,2102,3,115.63,346.89
32927,15048,2078,2,147.0,294.0
32928,15048,2382,3,56.56,169.68
32929,15048,2945,2,22.25,44.5
32930,15048,2095,2,181.6,363.2
32931,15049,2601,3,218.28,654.84
32932,15049,2703,2,189.64,379.28
32933,15050,2724,2,1256.05,2512.1
32934,15051,2113,1,71.96,71.96
32935,15051,2321,4,31.42,125.68
32936,15052,2891,3,1517.48,4552.44
32937,15052,2067,3,122.51,367.53
32938,15053,2468,1,32.3,32.3
32939,15053,2658,1,1071.07,1071.07
32940,15053,2926,2,75.82,151.64
32941,15053,2442,4,499.88,1999.52
32942,15054,2990,2,20.91,41.82
32943,15054,2774,2,1600.77,3201.54
32944,15054,2602,3,1312.04,3936.12
32945,15055,2426,1,92.69,92.69
32946,15055,2365,2,8.48,16.96
32947,15055,2650,3,430.91,1292.73
32948,15055,2375,3,12.19,36.57
32949,15055,2412,4,680.29,2721.16
32950,15056,2302,4,84.29,337.16
32951,15056,2588,1,6.74,6.74
32952,15057,2299,3,14.91,44.73
32953,15057,2990,4,18.38,73.52
32954,15058,2223,2,14.56,29.12
32955,15058,2062,1,11.65,11.65
32956,15059,2697,1,41.21,41.21
32957,15059,2592,2,7.85,15.7
32958,15060,2563,3,175.66,526.98
32959,15060,2720,2,9.14,18.28
32960,15060,2576,1,56.65,56.65
32961,15061,2915,3,10.98,32.94
32962,15061,2243,3,81.29,243.87
32963,15061,2613,3,13.05,39.15
32964,15061,2900,1,471.21,471.21
32965,15062,2024,1,9.18,9.18
32966,15062,2417,2,153.84,307.68
32967,15063,2888,1,155.89,155.89
32968,15063,2198,3,419.86,1259.58
32969,15064,2059,2,9.57,19.14
32970,15064,2323,4,25.62,102.48
32971,15065,2654,4,890.71,3562.84
32972,15065,2595,3,25.85,77.55
32973,15066,2635,3,66.28,198.84
32974,15067,2393,4,596.0,2384.0
32975,15068,2734,2,10.54,21.08
32976,15068,2782,4,339.61,1358.44
32977,15068,2093,2,59.51,119.02
32978,15069,2574,2,39.8,79.6
32979,15069,2638,4,209.62,838.48
32980,15069,2951,4,616.29,2465.16
32981,15070,2131,2,18.97,37.94
32982,15071,2247,3,1237.72,3713.16
32983,15071,2533,2,1304.82,2609.64
32984,15072,2949,2,69.61,139.22
32985,15072,2271,3,188.09,564.27
32986,15072,2607,3,1338.58,4015.74
32987,15073,2822,2,49.08,98.16
32988,15073,2584,4,278.37,1113.48
32989,15074,2936,1,190.87,190.87
32990,15074,2206,2,47.02,94.04
32991,15074,2733,3,205.62,616.86
32992,15075,2902,4,365.57,1462.28
32993,15075,2953,1,90.78,90.78
32994,15076,2770,3,18.79,56.37
32995,15077,2746,3,1724.29,5172.87
32996,15078,2002,4,128.12,512.48
32997,15078,2619,2,1658.0,3316.0
32998,15078,2396,3,219.9,659.7
32999,15078,2893,4,37.07,148.28
33000,15078,2013,3,286.75,860.25
33001,15079,2023,2,235.99,471.98
33002,15079,2053,4,155.88,623.52
33003,15080,2423,1,13.17,13.17
33004,15080,2176,2,262.82,525.64
33005,15080,2369,2,62.16,124.32
33006,15080,2712,2,81.03,162.06
33007,15081,2353,1,76.82,76.82
33008,15082,2350,1,1394.4,1394.4
33009,15082,2509,1,72.73,72.73
33010,15083,2177,1,23.18,23.18
33011,15083,2701,4,337.72,1350.88
33012,15084,2080,2,25.87,51.74
33013,15084,2412,2,699.6,1399.2
33014,15085,2374,2,19.71,39.42
33015,15086,2564,1,47.66,47.66
33016,15087,2040,4,153.69,614.76
33017,15087,2608,1,158.73,158.73
33018,15088,2984,2,136.45,272.9
33019,15088,2275,4,106.15,424.6
33020,15089,2076,1,790.62,790.62
33021,15090,2466,2,77.26,154.52
33022,15090,2667,1,301.54,301.54
33023,15091,2278,2,19.52,39.04
33024,15091,2332,1,33.83,33.83
33025,15092,2652,4,25.62,102.48
33026,15092,2208,2,12.57,25.14
33027,15093,2011,1,67.08,67.08
33028,15094,2745,1,660.1,660.1
33029,15094,2764,3,22.02,66.06
33030,15095,2905,4,63.16,252.64
33031,15095,2676,2,37.54,75.08
33032,15095,2565,2,649.02,1298.04
33033,15095,2793,1,484.66,484.66
33034,15096,2742,1,1095.04,1095.04
33035,15096,2769,1,20.06,20.06
33036,15097,2561,3,117.63,352.89
33037,15098,2867,3,729.52,2188.56
33038,15098,2364,3,1731.15,5193.45
33039,15099,2383,3,316.06,948.18
33040,15099,2237,1,202.53,202.53
33041,15100,2834,2,769.59,1539.18
33042,15100,2768,2,21.33,42.66
33043,15100,2256,1,8.74,8.74
33044,15100,2888,1,157.31,157.31
33045,15101,2553,3,167.18,501.54
33046,15101,2038,4,13.99,55.96
33047,15102,2453,4,206.8,827.2
33048,15102,2180,4,160.35,641.4
33049,15102,2043,2,5.04,10.08
33050,15102,2624,1,879.17,879.17
33051,15103,2898,3,94.69,284.07
33052,15103,2468,2,34.97,69.94
33053,15103,2148,2,502.31,1004.62
33054,15104,2951,1,582.77,582.77
33055,15105,2552,3,1372.15,4116.45
33056,15105,2202,2,1843.66,3687.32
33057,15105,2891,1,1458.79,1458.79
33058,15106,2104,4,99.74,398.96
33059,15106,2561,4,112.58,450.32
33060,15107,2402,3,1634.84,4904.52
33061,15107,2283,1,753.11,753.11
33062,15107,2191,2,1598.85,3197.7
33063,15108,2493,4,95.8,383.2
33064,15108,2537,3,51.57,154.71
33065,15109,2891,1,1637.43,1637.43
33066,15109,2991,3,378.58,1135.74
33067,15110,2701,2,338.76,677.52
33068,15110,2586,4,12.56,50.24
33069,15110,2461,1,30.27,30.27
33070,15110,2630,4,16.78,67.12
33071,15110,2474,1,1977.6,1977.6
33072,15111,2934,4,12.28,49.12
33073,15112,2162,3,190.05,570.15
33074,15112,2323,3,25.51,76.53
33075,15112,2949,1,66.6,66.6
33076,15112,2593,2,7.09,14.18
33077,15113,2454,1,25.58,25.58
33078,15114,2672,4,82.66,330.64
33079,15115,2137,4,79.73,318.92
33080,15115,2967,2,645.5,1291.0
33081,15116,2049,1,190.88,190.88
33082,15116,2731,1,215.37,215.37
33083,15116,2388,4,82.14,328.56
33084,15117,2318,2,99.24,198.48
33085,15118,2036,3,40.07,120.21
33086,15118,2681,3,25.03,75.09
33087,15118,2651,3,502.59,1507.77
33088,15118,2977,3,64.2,192.6
33089,15118,2487,1,1435.38,1435.38
33090,15119,2389,2,680.45,1360.9
33091,15119,2386,4,247.77,991.08
33092,15120,2675,3,52.02,156.06
33093,15120,2137,3,82.87,248.61
33094,15121,2403,1,361.02,361.02
33095,15121,2039,1,1553.19,1553.19
33096,15122,2024,1,9.2,9.2
33097,15122,2784,4,1404.58,5618.32
33098,15122,2125,4,73.47,293.88
33099,15123,2641,2,91.86,183.72
33100,15123,2986,2,27.93,55.86
33101,15124,2993,2,279.26,558.52
33102,15124,2508,2,1788.37,3576.74
33103,15125,2894,2,23.03,46.06
33104,15125,2396,3,217.59,652.77
33105,15125,2393,3,626.61,1879.83
33106,15125,2906,1,1766.42,1766.42
33107,15126,2647,3,38.74,116.22
33108,15127,2390,3,11.83,35.49
33109,15128,2777,3,45.08,135.24
33110,15128,2109,2,182.79,365.58
33111,15128,2179,2,87.7,175.4
33112,15128,2029,4,465.77,1863.08
33113,15129,2146,2,31.44,62.88
33114,15130,2726,2,717.72,1435.44
33115,15130,2295,3,5.07,15.21
33116,15130,2054,1,12.83,12.83
33117,15130,2586,2,13.77,27.54
33118,15130,2706,3,364.72,1094.16
33119,15131,2100,2,19.38,38.76
33120,15131,2006,2,71.32,142.64
33121,15131,2555,1,17.86,17.86
33122,15132,2352,3,10.27,30.81
33123,15132,2243,4,81.36,325.44
33124,15132,2858,2,219.9,439.8
33125,15133,2821,4,22.07,88.28
33126,15133,2707,2,366.17,732.34
33127,15133,2191,1,1690.27,1690.27
33128,15133,2972,1,166.4,166.4
33129,15134,2488,2,59.57,119.14
33130,15134,2254,2,1808.62,3617.24
33131,15135,2561,2,122.66,245.32
33132,15135,2135,1,27.67,27.67
33133,15136,2291,3,400.25,1200.75
33134,15136,2137,4,83.92,335.68
33135,15136,2280,1,69.01,69.01
33136,15137,2163,2,1746.5,3493.0
33137,15137,2775,1,1725.58,1725.58
33138,15138,2675,1,53.53,53.53
33139,15138,2930,4,45.12,180.48
33140,15139,2104,4,92.0,368.0
33141,15140,2227,3,33.01,99.03
33142,15140,2408,4,156.13,624.52
33143,15140,2438,3,637.92,1913.76
33144,15141,2863,3,23.11,69.33
33145,15142,2967,2,653.06,1306.12
33146,15142,2522,3,769.66,2308.98
33147,15143,2741,1,25.77,25.77
33148,15143,2875,4,300.21,1200.84
33149,15143,2265,2,1754.74,3509.48
33150,15144,2386,1,247.77,247.77
33151,15145,2786,2,8.55,17.1
33152,15145,2456,3,996.79,2990.37
33153,15146,2792,1,332.11,332.11
33154,15147,2836,3,1186.69,3560.07
33155,15148,2995,4,409.15,1636.6
33156,15148,2161,1,32.42,32.42
33157,15148,2730,1,229.29,229.29
33158,15148,2029,3,477.38,1432.14
33159,15148,2635,4,64.91,259.64
33160,15149,2057,3,239.57,718.71
33161,15149,2537,4,58.69,234.76
33162,15149,2703,4,194.83,779.32
33163,15149,2162,3,189.29,567.87
33164,15150,2219,2,73.9,147.8
33165,15150,2130,3,98.12,294.36
33166,15151,2640,1,701.05,701.05
33167,15152,2397,3,141.78,425.34
33168,15152,2541,4,82.65,330.6
33169,15152,2056,1,94.55,94.55
33170,15152,2340,3,177.52,532.56
33171,15152,2194,1,407.28,407.28
33172,15153,2443,4,30.29,121.16
33173,15154,2349,4,132.16,528.64
33174,15154,2407,2,113.44,226.88
33175,15154,2951,1,580.68,580.68
33176,15154,2023,3,267.24,801.72
33177,15155,2994,4,71.87,287.48
33178,15155,2008,2,148.99,297.98
33179,15156,2154,2,1487.28,2974.56
33180,15156,2298,1,697.21,697.21
33181,15157,2560,4,89.04,356.16
33182,15158,2883,2,209.19,418.38
33183,15159,2340,2,179.25,358.5
33184,15159,2258,2,492.86,985.72
33185,15159,2620,3,27.8,83.4
